Gene name	Transcript length (including UTRs and CDS)
SNORD115-10	81
RF00003	149
RNA5SP323	133
RF00322	133
RF00004	191
VSTM1	1015
VSTM1	922
VSTM1	575
VSTM1	654
VSTM1	608
RF00017	298
MIR8063	81
RF00019	108
RF00263	132
RNU2-46P	113
RN7SL388P	339
RF00019	95
RN7SKP150	321
RN7SL796P	291
RNU6-1283P	105
SNORD84	78
RF00019	99
RNU6-222P	107
RN7SL786P	298
AC012314.21	353
MIR181B2	89
RF00568	122
RNU6-72P	79
MIR375	64
RNA5SP225	135
RNU4-38P	129
RNU6-153P	104
RN7SKP117	264
RF00019	113
RNA5SP301	121
RF00019	102
RNU6-950P	107
RF02204	137
RNA5SP401	127
RNU6ATAC29P	125
MIR603	97
RF00019	104
RF00139	129
NLRP2	3542
NLRP2	3573
NLRP2	3507
NLRP2	3504
RNA5SP430	110
RN7SKP15	309
RF01684	57
RNU6-1323P	107
RNA5SP329	119
RNU1-15P	144
AC005086.2	228
RNU2-15P	191
RNA5SP367	118
RNU6-552P	119
SNORD102	72
SNORD52	67
ATP5PBP6	767
AL592429.1	1473
KLF7-IT1	655
TXLNB	4753
TXLNB	398
AC008264.1	367
AL353807.4	257
FCAR	609
FCAR	1063
FCAR	1432
FCAR	628
FCAR	2431
FCAR	608
FCAR	830
FCAR	654
FCAR	876
FCAR	762
FCAR	754
FCAR	828
FCAR	537
EMC10	2178
EMC10	180
EMC10	2014
EMC10	9446
EMC10	1610
EMC10	1926
EMC10	462
EMC10	859
AC092127.2	601
AC138392.1	921
AC020909.2	626
AC010395.1	697
AC010395.2	904
KIR3DL1	1860
KIR3DL1	1810
KIR2DL4	1581
KIR2DS4	1850
AC007406.5	3170
AC234582.1	923
AC234582.1	563
AC234582.1	592
AC234582.1	912
AC234582.1	473
AC234582.1	845
MTX1	1632
MTX1	1441
MTX1	946
MTX1	1085
MTX1	2579
MTX1	935
MTX1	727
GBAP1	2922
GBAP1	1884
GBAP1	1873
GBAP1	1823
GBAP1	2711
GBAP1	1546
GBAP1	830
GBAP1	529
Z98941.1	100
TPI1P1	750
AC034102.2	489
AC104458.1	463
PA2G4	2577
PA2G4	1085
PA2G4	687
PA2G4	694
PA2G4	520
PA2G4	289
PA2G4	779
AL713999.1	753
AL357060.1	1025
AL357060.1	1959
AL357060.1	946
AL357060.1	963
AL357060.1	656
AL357060.1	777
H2AFZ	1843
H2AFZ	1880
H2AFZ	979
H2AFZ	1254
H2AFZ	726
H2AFZ	435
MTND2P3	470
SLC44A1	9640
SLC44A1	10433
SLC44A1	10511
SLC44A1	3088
SLC44A1	586
SLC44A1	558
SLC44A1	576
FOXD3-AS1	470
FOXD3-AS1	941
FOXD3-AS1	547
FOXD3-AS1	496
FOXD3-AS1	491
LINC00466	434
LINC00466	1554
LINC00466	785
LINC00466	1736
LINC00466	1016
LINC00466	1279
LINC00466	1217
LINC00466	1098
LINC00466	403
LINC00466	1059
AC096543.2	859
AC096543.1	823
MTND6P1	424
AL162400.2	157
AL162400.1	359
LINC01739	573
LINC01739	355
LINC01739	490
LINC01739	445
LINC01739	1005
VPS37C	2865
VPS37C	506
VPS37C	915
VPS37C	865
AC099794.2	303
TSPY24P	443
RPS27L	244
RPS27L	6434
RPS27L	681
RPS27L	923
RPS27L	693
RPS27L	2944
RPS27L	528
RPS27L	970
AL354920.1	489
AL354920.1	1017
AC005899.3	271
IFNGR1	2139
IFNGR1	2136
IFNGR1	2125
IFNGR1	1964
IFNGR1	2123
IFNGR1	1948
IFNGR1	2183
IFNGR1	2519
IFNGR1	2492
IFNGR1	753
IFNGR1	748
IFNGR1	643
LINC-PINT	6411
LINC-PINT	726
LINC-PINT	578
TAP2	5684
TAP2	2497
TAP2	849
TAP2	274
TAP2	5676
TMEM17	1797
TMEM17	2136
TMEM17	2460
AC103923.1	1228
ADM2	4276
ADM2	535
AC093382.1	379
ZNF736P9Y	1345
AC010678.1	713
RIN3	3859
RIN3	2814
RIN3	517
RIN3	856
RIN3	3592
RIN3	390
RIN3	317
RIN3	865
RIN3	577
RIN3	4079
RIN3	687
RIN3	3617
AC007275.1	671
PTH2	459
OR2T35	2957
OR2T35	972
AC098483.2	454
GRIK5	2370
GRIK5	3493
GRIK5	3308
GRIK5	389
GRIK5	3310
GRIK5	2101
AL691517.1	1235
PYGO2	3146
PYGO2	1306
PYGO2	594
TRBV28	364
TRBV26	344
TRBV12-5	411
AC034207.1	948
SLC6A9	2162
SLC6A9	1926
SLC6A9	3130
SLC6A9	1881
SLC6A9	2330
SLC6A9	2168
SLC6A9	592
SLC6A9	524
SLC6A9	930
SLC6A9	591
SLC6A9	508
PMVK	1280
AL451007.3	1065
AL451007.2	563
RABAC1	662
RABAC1	653
RABAC1	628
RABAC1	821
RABAC1	530
RABAC1	725
RABAC1	728
RABAC1	759
RABAC1	771
RABAC1	799
AC092143.1	2776
AC011518.1	532
AC011518.1	407
AC011518.1	108
AL355802.1	882
POLR1C	576
POLR1C	1221
POLR1C	1355
POLR1C	1725
POLR1C	569
POLR1C	1119
POLR1C	1275
POLR1C	1085
POLR1C	1280
POLR1C	2444
POLR1C	1786
POLR1C	2118
POLR1C	1334
POLR1C	973
POLR1C	1962
POLR1C	418
POLR1C	1882
NARF-IT1	769
CMYA5	12847
CMYA5	4562
CMYA5	655
AC008496.2	460
LAMC1-AS1	479
APOA1	940
APOA1	932
APOA1	927
APOA1	1088
APOA1	1227
TRBV5-5	350
EBF1	4695
EBF1	4735
EBF1	5127
EBF1	5250
EBF1	602
EBF1	2345
EBF1	2277
EBF1	1911
EBF1	766
EBF1	490
EBF1	4430
USP45	5826
USP45	5319
USP45	6255
USP45	2514
USP45	801
USP45	1741
USP45	622
USP45	658
USP45	715
USP45	1444
USP45	1617
USP45	782
USP45	469
AC136424.2	563
TRBV7-4	347
TRBV12-2	344
AL445675.2	557
AL591686.1	766
AC025437.2	548
RPL10AP5	634
AL360271.2	161
AC011525.1	5676
AC025437.5	314
AC011525.2	567
AC011525.2	1657
AC011525.2	447
EP400	2588
EP400	3092
EP400	12836
EP400	3129
EP400	3908
EP400	4314
EP400	3134
EP400	2403
EP400	12317
AC026464.5	722
PLEKHM2	4122
PLEKHM2	4004
PLEKHM2	509
PLEKHM2	3775
PLEKHM2	1057
AC084880.2	501
AL358176.3	454
AL358176.4	675
AC084880.4	577
RPL9P32	620
PUS1	1664
PUS1	4094
PUS1	1206
PUS1	2151
PUS1	631
PUS1	836
PUS1	577
PUS1	687
PUS1	838
PUS1	642
PUS1	1378
AL359918.1	2720
ALDH6A1	5499
ALDH6A1	2221
ALDH6A1	1869
ALDH6A1	1382
ALDH6A1	1323
ALDH6A1	580
ALDH6A1	726
AC131009.1	426
LINC02440	680
AC026367.3	590
AC026367.2	553
HOMER1	5881
HOMER1	755
HOMER1	774
HOMER1	815
HOMER1	642
AC093270.1	486
AC131009.4	1740
ULK1	5310
ULK1	959
ULK1	307
ULK1	1262
ULK1	1211
ULK1	1678
ULK1	2145
AL162431.4	411
CHRM3-AS2	774
CHRM3-AS2	2431
CHRM3-AS2	789
CHRM3-AS2	597
CHRM3-AS2	452
CHRM3-AS2	895
CHRM3-AS2	766
CHRM3-AS2	718
CHRM3-AS2	412
UBE2Q1-AS1	432
MIPEPP2	1819
MTRNR2L11	1552
COQ6	1608
COQ6	1486
COQ6	1455
COQ6	2118
COQ6	1244
COQ6	1013
COQ6	649
COQ6	564
COQ6	933
COQ6	576
COQ6	558
COQ6	1242
COQ6	737
COQ6	864
COQ6	1118
COQ6	1132
COQ6	3119
COQ6	1687
COQ6	482
COQ6	1538
MAP2K6	13400
MAP2K6	1542
MAP2K6	1851
MAP2K6	669
MAP2K6	632
MAP2K6	1512
MAP2K6	3076
MAP2K6	431
MAP2K6	1509
AL590396.3	300
AL161912.2	3007
AL357079.2	2044
AC027313.1	1666
QSOX1	9311
QSOX1	1075
QSOX1	2519
QSOX1	893
AL353708.2	447
ANP32D	960
MTFR2	1524
MTFR2	1586
MTFR2	1793
MTFR2	437
MTFR2	833
MTFR2	540
MTFR2	535
AC209234.1	890
AL162591.1	317
AL078601.7	535
TOR1AIP1	3685
TOR1AIP1	3044
TOR1AIP1	8704
TOR1AIP1	3397
TOR1AIP1	579
TOR1AIP1	593
TOR1AIP1	587
TOR1AIP1	486
TOR1AIP1	830
TOR1AIP1	475
TOR1AIP1	544
TOR1AIP1	888
ZNF641	7819
ZNF641	1856
ZNF641	1823
ZNF641	442
ZNF641	315
ZNF641	290
ZNF641	575
ZNF641	555
ZNF641	556
ZNF641	4544
LRRIQ3	1085
LRRIQ3	2673
LRRIQ3	4524
LRRIQ3	795
LRRIQ3	793
LRRIQ3	372
LRRIQ3	289
LRRIQ3	1591
LRRIQ3	3614
LRRIQ3	2849
BDH2P1	736
GPSM3	1460
GPSM3	1417
GPSM3	1476
GPSM3	1456
GPSM3	1177
GFER	517
GFER	2345
GFER	482
GFER	1365
GFER	483
AC008780.1	409
AC113410.3	203
MAS1	9841
AL035691.1	595
IFT81	3048
IFT81	2710
IFT81	3108
IFT81	1171
IFT81	2694
IFT81	549
IFT81	558
IFT81	484
IFT81	2829
WDR34	1755
WDR34	801
WDR34	739
WDR34	714
WDR34	1039
WDR34	745
BRSK1	2977
BRSK1	545
BRSK1	3079
BRSK1	1104
BRSK1	556
BRSK1	2095
BRSK1	540
BRSK1	547
TRAF2	709
TRAF2	823
TRAF2	2264
TRAF2	680
TRAF2	380
TRAF2	852
TRAF2	308
TRAF2	233
MMS22L	8643
MMS22L	3949
MMS22L	334
MMS22L	3083
MMS22L	966
MMS22L	436
MMS22L	2245
MMS22L	8380
MMS22L	732
MMS22L	435
MMS22L	5907
MMS22L	721
TRAJ7	59
CCDC200	912
CCDC200	736
CCDC200	677
CCDC200	966
CCDC200	630
CCDC200	676
CCDC200	581
CCDC200	655
CCDC200	718
CCDC200	649
CCDC200	337
CCDC200	689
CCDC200	438
CCDC200	391
CCDC200	874
CCDC200	705
TRAJ12	60
TRAJ11	60
PNMA1	2590
AL109767.1	564
AC008694.1	428
AC008694.1	945
C5orf52	686
TRAJ20	57
FASTKD3	2402
FASTKD3	819
FASTKD3	637
FASTKD3	1551
FASTKD3	2229
FASTKD3	518
FASTKD3	817
FASTKD3	597
PTPRB	12316
PTPRB	6583
PTPRB	5839
PTPRB	5839
PTPRB	6110
PTPRB	552
PTPRB	5291
PTPRB	4237
PTPRB	2661
PTPRB	2373
PTPRB	639
NCR1	720
AC079781.1	394
LINC02115	432
OR7E7P	1012
LYST	13480
LYST	8293
LYST	547
LYST	718
LYST	866
LYST	542
LYST	7069
LYST	452
LYST	5220
LYST	951
LYST	1140
LYST	12985
AC139103.1	1030
AC005104.1	442
NDUFAF4	2399
NDUFAF4	555
NDUFAF4	624
CEACAM5	2451
CEACAM5	2874
CEACAM5	579
CEACAM5	1430
CEACAM5	2354
CEACAM5	423
CEACAM5	581
CEACAM5	2228
CEACAM5	1694
CEACAM5	1160
NSD1	470
NSD1	533
NSD1	585
NSD1	1414
NSD1	12892
NSD1	809
NSD1	7688
NSD1	1117
NSD1	1286
NSD1	442
NSD1	561
NSD1	578
NSD1	561
NSD1	519
NSD1	513
NSD1	574
NSD1	12195
AC146507.2	476
ACTG1P4	1122
TRAJ31	57
FUT9	1165
FUT9	12783
LINC01342	1620
TUBB4BP5	427
CRP	2015
CRP	769
CRP	787
CRP	512
CRP	334
CRP	667
CRP	1063
C1orf43	1760
C1orf43	1708
C1orf43	1861
C1orf43	1551
C1orf43	1610
C1orf43	1287
C1orf43	1163
C1orf43	456
C1orf43	441
C1orf43	1278
C1orf43	872
AC061709.2	898
AC073591.1	597
FAM213AP1	668
AC027279.4	2072
TRAJ41	62
AL513323.1	1063
AC027279.1	4284
OR10J7P	934
AC027279.3	122
OR10J9P	987
TRAJ44	63
AC079949.1	505
AC079949.1	242
SLC2A3	3915
SLC2A3	383
SLC2A3	4414
SLC2A3	1030
SLC2A3	870
SLC2A3	943
SLC2A3	1784
SLC2A3	577
SLC2A3	589
SLC2A3	763
SLC2A3	590
CLCN2	3290
CLCN2	3187
CLCN2	3236
CLCN2	2910
CLCN2	3019
CLCN2	1844
CLCN2	4615
CLCN2	4378
CLCN2	2897
CLCN2	2820
CLCN2	1545
CLCN2	557
CLCN2	626
CLCN2	2010
CLCN2	2118
CLCN2	287
CLCN2	938
CLCN2	1395
CLCN2	733
CLCN2	1652
CLCN2	407
CLCN2	601
AL132719.1	423
AC078880.5	421
AC092701.1	1551
AL450468.2	1889
HGC6.3	1016
HGC6.3	757
IRF2BP2	4615
IRF2BP2	4663
IRF2BP2	683
AL133380.1	324
AL080284.1	442
PABPC1	608
PABPC1	971
PABPC1	3485
PABPC1	2401
PABPC1	2331
PABPC1	818
PABPC1	487
PABPC1	736
PABPC1	676
PABPC1	560
PABPC1	771
PABPC1	694
PABPC1	667
PABPC1	851
PABPC1	885
PABPC1	522
PABPC1	631
PABPC1	628
PABPC1	754
PABPC1	593
PABPC1	492
PABPC1	493
PABPC1	453
PABPC1	1569
GSTM3	1565
GSTM3	783
GSTM3	742
GSTM3	1118
GSTM3	4046
GSTM3	678
SQSTM1	921
SQSTM1	842
SQSTM1	2405
SQSTM1	1722
SQSTM1	628
SQSTM1	562
SQSTM1	532
SQSTM1	2986
SQSTM1	578
SQSTM1	572
SQSTM1	602
SQSTM1	1714
SQSTM1	2253
SQSTM1	656
SQSTM1	808
SQSTM1	274
EPS8L3	2130
EPS8L3	2325
EPS8L3	1971
EPS8L3	449
EPS8L3	351
EPS8L3	468
EPS8L3	1806
EPS8L3	353
EPS8L3	630
EPS8L3	493
AC021483.1	539
SGO1P1	1447
AC012494.1	1103
UBC	3745
UBC	1303
UBC	2688
UBC	582
UBC	622
UBC	548
UBC	563
UBC	477
UBC	559
UBC	627
UBC	582
UBC	624
UBC	517
UBC	718
AC011524.2	399
AC087491.1	616
RPL39P3	156
AC099567.1	931
OR6N2	3455
OR6N2	954
OOEP-AS1	463
SIPA1L2	6690
SIPA1L2	2937
SIPA1L2	511
SIPA1L2	416
SIPA1L2	507
SIPA1L2	6555
OLFM3	2189
OLFM3	2926
OLFM3	3255
OLFM3	2955
OLFM3	817
OLFM3	2801
BX323014.1	237
AL353052.2	2241
AL033530.1	1805
AL033530.1	1299
AL033530.1	541
AL035412.1	2636
AC005625.1	472
AL357832.1	1042
LINC01709	634
LINC01709	1726
LINC01709	1204
AL163051.1	1512
AC091951.3	860
AC091951.3	203
AC091951.3	332
TSNAX-DISC1	2569
TSNAX-DISC1	2647
TSNAX-DISC1	3429
TSNAX-DISC1	3429
TSNAX-DISC1	3294
TSNAX-DISC1	3557
TSNAX-DISC1	3048
TSNAX-DISC1	3454
FNDC1-IT1	516
AC007795.1	437
AL121983.1	335
AC005225.3	519
ACOT1	1713
ACOT1	1271
ZSCAN18	2071
ZSCAN18	2779
ZSCAN18	5729
ZSCAN18	2429
ZSCAN18	2190
ZSCAN18	1488
ZSCAN18	1934
ZSCAN18	155
ZSCAN18	567
ZSCAN18	1042
ZSCAN18	2004
ZSCAN18	946
ZSCAN18	761
ZSCAN18	342
ZSCAN18	558
ZSCAN18	1768
ZSCAN18	550
ABCA10	362
ABCA10	531
ABCA10	6362
ABCA10	6125
ABCA10	1267
ABCA10	2183
ABCA10	5375
ABCA10	4875
ABCA10	472
ABCA10	1311
ABCA10	584
ABCA10	568
GSTM4	1412
GSTM4	772
GSTM4	804
GSTM4	646
GSTM4	1321
GSTM4	1159
GSTM4	3990
GSTM4	848
GSTM4	654
GSTM4	921
GSTM4	913
GSTM4	657
GSTM4	657
CKS1BP1	240
GJA9-MYCBP	3231
GJA9-MYCBP	2381
GJA9-MYCBP	477
GJA9-MYCBP	609
CEP41	6513
CEP41	2188
CEP41	1269
CEP41	1087
CEP41	2368
CEP41	661
CEP41	689
CEP41	827
CEP41	557
CEP41	561
CEP41	592
CEP41	583
CEP41	516
CEP41	338
CEP41	3161
CEP41	733
CEP41	424
CEP41	3315
CEP41	6222
MYCBP	2818
MYCBP	750
MYCBP	819
MYCBP	341
TCL1A	1391
TCL1A	872
TCL1A	980
TCL1A	913
TCL1A	813
TCL1A	368
TCL1A	882
TCL1A	717
TCL1A	1395
LETM1P2	2178
LINC01685	1239
LINC01685	1201
LINC01685	1107
LINC01685	790
HNRNPDLP4	301
VN2R19P	1052
TRAV41	336
GCDH	1956
GCDH	523
GCDH	1109
GCDH	1867
GCDH	496
GCDH	1871
GCDH	562
GCDH	453
GCDH	1051
GCDH	791
GCDH	1730
GCDH	475
GCDH	1764
GCDH	545
GCDH	423
GCDH	1006
KLHL20	450
KLHL20	3421
KLHL20	921
KLHL20	953
KLHL20	669
TRAV28	323
TENT5B	2368
TNFSF18	2008
NCOR2	8533
NCOR2	8520
NCOR2	8475
NCOR2	563
NCOR2	951
NCOR2	532
NCOR2	499
NCOR2	956
NCOR2	2910
NCOR2	321
NCOR2	467
NCOR2	674
NCOR2	4675
NCOR2	1277
NCOR2	452
NCOR2	557
NCOR2	582
NCOR2	1752
NCOR2	339
NCOR2	828
NCOR2	735
NCOR2	746
NCOR2	7175
NCOR2	7226
AL139158.1	340
PANCR	448
PANCR	493
HMGN1P5	263
MAML1	5723
MAML1	392
MAML1	890
SOWAHA	3211
FAM89A	1495
FAM89A	1576
FAM89A	983
EBPL	810
EBPL	967
EBPL	766
EBPL	1026
EBPL	914
EBPL	579
EBPL	680
ZNF417	386
ZNF417	3597
ZNF417	1975
ZNF417	580
ZNF417	583
ZNF417	550
ZNF417	566
BX649210.2	940
LINC-ROR	2604
LINC-ROR	2186
LINC-ROR	935
LINC-ROR	737
LINC-ROR	544
LINC-ROR	532
LINC-ROR	568
LINC-ROR	766
TGFB1	559
TGFB1	2769
TGFB1	399
TGFB1	392
BNIP3P39	554
AC068790.2	557
TRAV15	249
AMZ2P2	1057
AC107027.1	575
UBE2D3P3	425
AP001574.1	546
LINC02374	578
LINC02374	743
TRAV2	348
AC004551.1	575
DNASE2	1955
DNASE2	727
DNASE2	745
DNASE2	707
AC064836.2	462
AL670729.1	283
SNRPCP17	205
AC074140.1	208
AL161616.1	286
KCNN4	1270
KCNN4	1003
KCNN4	631
KCNN4	983
KCNN4	1406
KCNN4	648
KCNN4	687
KCNN4	2029
KCNN4	1190
KCNN4	1956
KCNN4	2244
AC008011.2	792
OPN1LW	1261
OPN1LW	692
OPN1LW	592
OR5K2	1060
PTCHD3P3	906
DDX39B	1529
DDX39B	4027
DDX39B	2003
DDX39B	974
DDX39B	857
DDX39B	2133
DDX39B	2039
DDX39B	617
DDX39B	561
DDX39B	439
DDX39B	1232
DDX39B	914
DDX39B	5158
DDX39B	1005
DDX39B	817
DDX39B	928
DDX39B	932
DDX39B	633
DDX39B	591
DDX39B	720
DDX39B	583
DDX39B	583
DDX39B	659
LY6G6D	1266
LY6G6D	402
LY6G6D	523
LY6G6D	493
METTL18	1426
METTL18	1521
METTL18	850
SALL2	4942
SALL2	1566
SALL2	1466
SALL2	3094
SALL2	3178
SALL2	659
SALL2	553
PLA2G2F	2723
PLA2G2F	4129
CDHR2	4509
CDHR2	575
CDHR2	4068
CDHR2	4005
CDHR2	849
CDHR2	577
CDHR2	488
AC009950.1	1399
AC009950.1	1033
AC009950.1	898
AC009950.1	891
AC009950.1	1009
AC009950.1	517
AC009950.1	904
AC009950.1	942
AC009950.1	777
AC009950.1	553
AC009950.1	773
AC010864.1	1511
AL353692.1	755
GADD45A	688
GADD45A	874
GADD45A	1093
GADD45A	753
GADD45A	651
GADD45A	1496
GADD45A	902
C19orf33	467
C19orf33	520
C19orf33	462
C19orf33	502
AL136172.1	1394
H2BFS	460
STAMBP	6277
STAMBP	1012
STAMBP	695
STAMBP	6386
STAMBP	6691
STAMBP	845
STAMBP	955
STAMBP	560
STAMBP	1156
STAMBP	583
STAMBP	1649
GLE1	778
GLE1	2218
GLE1	3321
CCNI2	2642
CCNI2	490
CCNI2	376
CCNI2	2355
KLHL8	3245
KLHL8	606
KLHL8	593
KLHL8	1924
KLHL8	2399
KLHL8	5621
KLHL8	5175
KLHL8	4049
RPL21P4	479
FAIM2	547
FAIM2	433
FAIM2	980
FAIM2	815
FAIM2	1047
FAIM2	2094
FAIM2	4654
AC084838.1	312
AC022039.1	488
AC005034.2	414
FALEC	566
AL023755.1	1801
AL023755.1	1665
AL023755.1	1499
AL023755.1	519
VDAC2P4	711
PNP	557
PNP	1509
PNP	1023
PNP	992
PNP	1635
PNP	770
PNP	554
PNP	2573
QRSL1P1	1540
XCL2	565
AL031736.1	618
AL135978.1	1266
XCL1	1367
FAM71D	543
FAM71D	1754
FAM71D	552
FAM71D	1589
FAM71D	1270
FAM71D	1651
FAM71D	2136
FAM71D	374
FAM71D	359
FAM71D	421
FAM71D	1790
NPR1	4236
NPR1	473
NPR1	1706
UTP14C	5529
AL031736.2	787
USP34	1409
USP34	795
USP34	572
USP34	927
USP34	348
USP34	228
USP34	2708
USP34	612
USP34	560
USP34	365
USP34	515
USP34	556
USP34	776
USP34	531
USP34	606
USP34	497
USP34	1793
USP34	6307
USP34	1827
USP34	527
USP34	11357
USP34	4309
MRPL24	560
MRPL24	883
MRPL24	883
MRPL24	990
MRPL24	514
MRPL24	448
ALG11	1404
ALG11	843
ALG11	1983
ALG11	549
ALG11	4248
ALG11	2558
ALG11	764
ALG11	4574
C6orf10	2173
C6orf10	2148
C6orf10	1891
C6orf10	1879
C6orf10	2131
AL031275.1	418
SUMO1P2	304
RPL29P7	457
GCFC2	423
GCFC2	3648
GCFC2	4440
GCFC2	443
GCFC2	2516
GCFC2	632
GCFC2	2265
GCFC2	595
GCFC2	642
GCFC2	1066
GCFC2	4318
KRTAP19-2	380
LINC00626	955
DPT	1786
AC079801.1	388
OXGR1	2285
OXGR1	1305
OXGR1	588
OXGR1	643
NCF1C	1427
LINC00970	1129
AL133453.1	581
AL135926.1	1681
AL031726.1	568
LINC01451	794
LINC01451	3402
LINC01451	534
INIP	4233
INIP	964
INIP	874
INIP	879
INIP	713
INIP	412
KRTAP19-3	522
GEMIN2P1	752
KRTAP19-4	310
DDX43P2	1354
AC093775.1	1868
KRTAP19-5	461
LINC00456	692
MCL1	3932
MCL1	1099
MCL1	1110
MCL1	3626
KMT5A	3140
KMT5A	1774
KMT5A	352
KMT5A	725
KMT5A	1000
KMT5A	747
KMT5A	901
KMT5A	454
KMT5A	3069
RNF44	4155
RNF44	848
RNF44	1647
RNF44	596
RNF44	662
RNF44	887
RNF44	785
RNF44	372
EGFL7	2125
EGFL7	1529
EGFL7	723
EGFL7	456
EGFL7	654
EGFL7	1282
EGFL7	1747
HNRNPA1P2	960
KRT18P40	1571
AC011853.1	454
AC034236.3	461
PREX2	566
PREX2	425
PREX2	3015
PREX2	10750
PREX2	3612
LMBRD2	8185
LMBRD2	370
LMBRD2	418
AC008739.6	575
KIR2DL1	1320
SLC6A3	3936
SLC6A3	556
SLC6A3	950
SYNJ2-IT1	599
ADAMTSL4-AS1	1914
ADAMTSL4-AS1	1036
ADAMTSL4-AS1	490
VWC2	11299
ADAMTSL4	4250
ADAMTSL4	4319
ADAMTSL4	1803
ADAMTSL4	4167
ADAMTSL4	1826
ADAMTSL4	2908
AC004801.7	2973
KIR3DP1	663
GNL2P1	2190
RILPL2	6141
RPH3A	1043
RPH3A	568
RPH3A	2535
RPH3A	2349
RPH3A	5188
RPH3A	569
RPH3A	547
RPH3A	562
RPH3A	2429
RPH3A	4452
RPH3A	548
RPH3A	2961
RPH3A	595
RPH3A	579
RPH3A	492
RPH3A	557
RPH3A	561
RPH3A	561
RPH3A	660
RPH3A	538
RPH3A	572
RPH3A	4679
RPH3A	2581
RPH3A	740
RPH3A	531
RPH3A	570
RPH3A	534
HMGN2P27	270
ZPBP	610
ZPBP	546
ZPBP	1213
ZPBP	1095
ZPBP	589
ZPBP	491
AC018752.1	206
AC145423.1	336
COMMD10	1469
COMMD10	870
COMMD10	869
COMMD10	793
COMMD10	572
COMMD10	842
COMMD10	1433
KRTAP19-9P	191
DYNC1I1	2947
DYNC1I1	575
DYNC1I1	2950
DYNC1I1	2249
DYNC1I1	2895
DYNC1I1	2843
DYNC1I1	958
DYNC1I1	540
DYNC1I1	2393
DYNC1I1	774
DYNC1I1	790
DYNC1I1	2146
CCDC181	1491
CCDC181	427
CCDC181	1860
CCDC181	1914
CCDC181	2035
CCDC181	1652
CCDC181	1246
KRTAP19-10P	187
AP000567.1	156
KRTAP19-11P	104
AL513423.1	132
CCT2	364
CCT2	758
CCT2	567
CCT2	852
CCT2	1754
CCT2	2189
CCT2	572
CCT2	1728
CCT2	776
CCT2	536
CCT2	481
CCT2	683
CCT2	595
CCT2	2041
KRTAP19-6	330
SLC2A5	455
SLC2A5	676
SLC2A5	755
SLC2A5	889
SLC2A5	758
SLC2A5	846
SLC2A5	684
SLC2A5	2344
SLC2A5	522
SLC2A5	4165
FTH1P12	551
AC145423.2	239
KRTAP19-7	440
AC145423.3	467
SNRNP35	1975
SNRNP35	382
SNRNP35	2161
SNRNP35	561
SNRNP35	1140
SNRNP35	942
KRTAP22-2	293
KRTAP6-3	636
KRTAP6-2	313
AC034236.2	1610
HSPC324	557
AC008011.1	227
KRTAP22-1	296
AC020743.1	767
FBRS	2811
FBRS	2782
FBRS	1316
FBRS	554
FBRS	725
FBRS	510
FBRS	2890
FBRS	5200
FBRS	379
SPATA48	2028
RILPL1	3894
RILPL1	769
RILPL1	2389
RILPL1	2258
RILPL1	3932
ZNF430	324
ZNF430	3021
ZNF430	502
ZNF430	473
ZNF430	489
ZNF430	503
AC005034.3	1747
SUPT4H1P1	340
AC005034.5	466
MBNL2	4632
MBNL2	4596
MBNL2	581
MBNL2	4669
MBNL2	2574
MBNL2	4487
NME7	770
NME7	557
NME7	494
NME7	719
NME7	867
NME7	4298
NME7	768
NME7	1087
NME7	631
NME7	1678
NME7	1642
NME7	1590
NME7	424
NME7	355
AC011853.2	774
MRPL19	475
MRPL19	359
MRPL19	744
MRPL19	1076
MRPL19	693
MRPL19	3479
MRPL19	720
EIF2S1	534
EIF2S1	783
EIF2S1	2390
EIF2S1	999
EIF2S1	527
EIF2S1	4485
AL390067.1	420
LINC01670	674
LINC01670	977
LINC01670	936
HCG23	611
ZC3HAV1L	1753
THEGL	571
THEGL	1650
BTNL2	845
BTNL2	738
BTNL2	1368
BTNL2	333
BTNL2	846
BTNL2	1466
CU633967.1	1974
CU633967.1	2195
CU633967.1	7628
CU633967.1	589
CU633967.1	1602
CU633967.1	944
CU633967.1	679
CU633967.1	596
CU633967.1	1140
CU633967.1	1604
CU633967.1	835
CU633967.1	560
CU633967.1	549
RNASE10	717
RNASE10	1172
C5orf60	571
C5orf60	574
C5orf60	771
C5orf60	498
C5orf60	913
C5orf60	1546
C5orf60	1208
C5orf60	3245
GLDCP1	2678
PTCD2P1	1136
STAMBPL1	1899
STAMBPL1	450
STAMBPL1	2208
STAMBPL1	619
STAMBPL1	4184
STAMBPL1	2532
PAICS	3339
PAICS	698
PAICS	6480
PAICS	3297
PAICS	491
PAICS	557
PAICS	1514
PAICS	3340
GOLGB1	11115
GOLGB1	280
GOLGB1	565
GOLGB1	3093
GOLGB1	4959
GOLGB1	901
GOLGB1	10295
GOLGB1	11198
GOLGB1	11187
MPP5	567
MPP5	479
MPP5	2458
MPP5	5006
MPP5	1163
MPP5	363
MPP5	5552
INPP5B	4694
INPP5B	3979
INPP5B	586
INPP5B	651
INPP5B	3934
INPP5B	439
INPP5B	572
INPP5B	629
INPP5B	3060
INPP5B	3230
INPP5B	3905
HDGF	2073
HDGF	592
HDGF	744
HDGF	844
HDGF	960
HDGF	686
HDGF	966
HDGF	2060
HDGF	2380
HDGF	2171
AC093305.1	522
OR10J6P	930
AL513013.1	1130
